image,match,width,height,channels,sha256,bytes,non_zero_cells,dominant_label,labels_present
KKRvsLSG_image_41.jpg,KKRvsLSG,800,600,3,cef1a049b471e9ecf101ff756fcd6fa898cc3182c8edc858d1b1252d17ab22b4,146620,17,4,4
KKRvsLSG_image_42.jpg,KKRvsLSG,800,600,3,f9be6939ce4b264b6580de2e0d3e5490e4240812be6262edfe0642fec13a9903,140190,17,4,"4,5"
KKRvsLSG_image_43.jpg,KKRvsLSG,800,600,3,dd42ff63478b545d730782ab505ead6d27f03c16cf7b5662f11d65289753e2fa,211654,11,5,5
KKRvsLSG_image_44.jpg,KKRvsLSG,800,600,3,adf9d79a1bb1480a0c18c4b9f4a615f0a6205c50ee15c7af21d17d291c9e872a,158372,9,4,4
KKRvsLSG_image_45.jpg,KKRvsLSG,800,600,3,8d14f89e736c16c8b5ff89d9e03aa35df0771aca835de7af6701381fe7f9a34d,238458,3,5,5
KKRvsLSG_image_46.jpg,KKRvsLSG,800,600,3,b6f928d09299b061252bf2f49bdbf729e615e0cb01893e34315e533cde415564,207469,12,5,5
KKRvsLSG_image_47.jpg,KKRvsLSG,800,600,3,68c1889d1eade0153874ad39f25b95bfca3a6246e7778cbafe73870b1cb24b85,357908,0,0,
KKRvsLSG_image_48.jpg,KKRvsLSG,800,600,3,72533703f6e8156bd9c5b841afc963919b45026a0bf5332f7df8a3d060327420,120418,6,4,4
KKRvsLSG_image_49.jpg,KKRvsLSG,800,600,3,37e40e784879b4b0effb1bfaf78f59423cfdd842c0b8bb7bfbea4f55a81c4b70,124855,4,4,4
KKRvsLSG_image_5.jpg,KKRvsLSG,800,600,3,b3731bc72dfc0e33fc10dd3c96f4c2e9b2669d9c349a1cdfc56cac45f74b5b0e,212244,7,4,4
KKRvsLSG_image_50.jpg,KKRvsLSG,800,600,3,19173ec4e171cccfc00993ac7480edb1b8eed1e0536c7ea4846a352cbc0f0d13,128188,11,5,"4,5"
KKRvsLSG_image_51.jpg,KKRvsLSG,800,600,3,1e629d12a2bb1bbd3bbdd3f8a74cb5ff6cdeeb349a767364a3183009b1094227,135213,7,5,5
KKRvsLSG_image_52.jpg,KKRvsLSG,800,600,3,679aab3717be560334ec7efaf335ae8531e768efb39e51bf344f8b24315c0fc0,121721,10,5,"4,5"
KKRvsLSG_image_53.jpg,KKRvsLSG,800,600,3,a4fa6c881f7322377307179cc4fd667001709cc542609834fe74c892f5bf6227,152493,16,5,5
KKRvsLSG_image_54.jpg,KKRvsLSG,800,600,3,c3913bfd538936b06a24c455bee096aaeddbd82b5fdda4d3ee1d2bc421735468,157581,27,5,5
KKRvsLSG_image_55.jpg,KKRvsLSG,800,600,3,ebf50a059e3d9efca148acdaa129a7f28650ede275f89141b1d79a6a764270a2,118805,8,5,5
KKRvsLSG_image_56.jpg,KKRvsLSG,800,600,3,6522bb994ea26b18836d38bee12f2c9ae5128c8911a0d4b744fb5705ccade5a2,163391,14,5,"4,5"
KKRvsLSG_image_57.jpg,KKRvsLSG,800,600,3,c432f26a1044b5768fc59a3887a0e62955035b32ac3938892bb28acba6e5faf1,153010,7,4,4
KKRvsLSG_image_58.jpg,KKRvsLSG,800,600,3,b9efd6238c708d5867783a0460c720deba260674c1acc02a4326afca5d0dac1a,118993,17,5,"4,5"
KKRvsLSG_image_59.jpg,KKRvsLSG,800,600,3,1324badd691253aec7b5d2458d19c9bab7dfaa7f4093a5b869bf2142a24dcdb7,169847,27,5,5
KKRvsLSG_image_6.jpg,KKRvsLSG,800,600,3,8c950f818c4bdc4d5f98dd2c1a5f69c062d9c36dcc6a8c56e7a6635a929a7f5a,242454,15,4,"4,5"
KKRvsLSG_image_60.jpg,KKRvsLSG,800,600,3,2e4e84d0d01c53f3a60b9f8a453d3f09bee6754854f4ba6035f344dbd68ccbe0,114511,7,4,4
KKRvsLSG_image_61.jpg,KKRvsLSG,800,600,3,ac4652d1e2579b9c6b39bcac36009c6273fe59fa6fe7279f404b154f64a703af,141550,9,5,5
KKRvsLSG_image_62.jpg,KKRvsLSG,800,600,3,8947fe01d87fde386a79a755d51af4dd73949e212e2d7bd5fbe7812b736caa66,154357,5,5,5
KKRvsLSG_image_63.jpg,KKRvsLSG,800,600,3,0077f1d8e4c3db92c7f10b023696bce2caf7a4ca20cc025727d7763da883a7b7,144076,0,0,
KKRvsLSG_image_64.jpg,KKRvsLSG,800,600,3,9a1d829c1aa19d1412e84971cfc1b0474bb2b8588977d3e5ca27b4411a66d8c3,182217,0,0,
KKRvsLSG_image_65.jpg,KKRvsLSG,800,600,3,477b9d40f40564bdb70f3492c9006f12dc7ae0dfb6fc6bc943d5207d492dce86,187941,30,5,5
KKRvsLSG_image_66.jpg,KKRvsLSG,800,600,3,6cbde9fcbf0bd5749ab24ecb21faf86bebf14b65fe644afee395eb0135f18e99,130084,11,5,5
KKRvsLSG_image_67.jpg,KKRvsLSG,800,600,3,0ba35d1ab79dc5545ee5dd9a236c1ac63295016b49fab60b981277334317d0b0,220527,12,5,5
KKRvsLSG_image_68.jpg,KKRvsLSG,800,600,3,3dcc1a4900d3f77131a1e944d6569903e97a8f094e255769de8761bdb77bd052,112909,7,5,5
KKRvsLSG_image_69.jpg,KKRvsLSG,800,600,3,19eae7cf179c60495ad93e15ce904cec55667bada18e20923f139cdda3b7c8d8,236135,1,5,5
KKRvsLSG_image_7.jpg,KKRvsLSG,800,600,3,edbe7b097f4807f2044b016ad8e5ef6eae246b1b74956c6b9b9d995cf9b46bd4,138149,3,4,4
KKRvsLSG_image_70.jpg,KKRvsLSG,800,600,3,bc8cc8a5ece631cdb4c9be20b5bc722250d8a795e4660637c2c708f0320457de,132670,17,5,5
KKRvsLSG_image_71.jpg,KKRvsLSG,800,600,3,a7e3634dc5bc493195dcf3b72b0918e19e7060997f01abebf0afa98b4152c841,148678,10,5,"4,5"
KKRvsLSG_image_72.jpg,KKRvsLSG,800,600,3,b141145895a0dbfbcb8f1a71d7240e811089f65a714a869623bdb5f05bfa6abd,156222,8,5,"4,5"
KKRvsLSG_image_73.jpg,KKRvsLSG,800,600,3,aa63ffbed2e1a7c7b942ab74babb22ba711b1fca58609edb85043d88e7862f61,159920,4,5,5
KKRvsLSG_image_74.jpg,KKRvsLSG,800,600,3,d4bbbab2c07aeb1a13d84818a461bf659096089040de16dcb773233ea9ec864f,209155,0,0,
KKRvsLSG_image_75.jpg,KKRvsLSG,800,600,3,9008c103faa1060dbd8e5a10e0809ad779c2cf48cd1c36c568991b75013feda6,126435,5,4,4
KKRvsLSG_image_76.jpg,KKRvsLSG,800,600,3,5055aaefcf07543974a197a7b7c26809969e93a57b6f675d0584621db9edea9e,137527,6,5,5
KKRvsLSG_image_77.jpg,KKRvsLSG,800,600,3,c377f3f9b07d26834d72e47baa01c9f2761804477fb004bb0e56f1badc159165,124665,6,4,4
KKRvsLSG_image_78.jpg,KKRvsLSG,800,600,3,30cc21cbf0adb329f9fa1cfa74514413bdef7e356706154d718603a22b32a420,125542,8,5,5
KKRvsLSG_image_79.jpg,KKRvsLSG,800,600,3,d0657f146563e5bc47c8ca45f6f29cd98e09c13b43529f2fa0ab128c6dcbb14b,143066,9,4,"4,5"
KKRvsLSG_image_8.jpg,KKRvsLSG,800,600,3,247ddd94422ce820183c29483f0a181f0754e0acd396a12a074737b83bb94cce,241143,12,4,4
KKRvsLSG_image_80.jpg,KKRvsLSG,800,600,3,321df29d9f3b19d87acfb5e71ccac8bcdd4af75a7c8bbcca53e595b1e556b3da,142376,16,5,"4,5"
KKRvsLSG_image_81.jpg,KKRvsLSG,800,600,3,f57c5d5234875ef2d06af5a8ff450c71ff4b752b9b553d8ef4fa1554cfb6fddf,135105,17,4,4
KKRvsLSG_image_82.jpg,KKRvsLSG,800,600,3,d28efb2ab0ef59501336d68a70f24b206ac6c36d5bd56b6046a88fcf43965c9f,216459,42,5,5
KKRvsLSG_image_83.jpg,KKRvsLSG,800,600,3,63bab39ca4a68c879fde50725be31271016ddb2f461677a66037e644b8be79d8,134191,10,5,5
KKRvsLSG_image_84.jpg,KKRvsLSG,800,600,3,d1c6b42b4b7ebfcb247d6fdf06223db7558d11a8ec50173699b3a6498c11badd,107576,2,4,4
KKRvsLSG_image_85.jpg,KKRvsLSG,800,600,3,88702a74f55cbee68617eaf0ca167838f7060991a53165ad0fd01ff7992a002a,143284,7,4,4
KKRvsLSG_image_86.jpg,KKRvsLSG,800,600,3,edb36cb9efa3d78122bdb2db43da0f721d0a8f9c0347decc4d9645aae0b4bc4f,164044,8,4,4
KKRvsLSG_image_87.jpg,KKRvsLSG,800,600,3,73960fc453ba5fd8a63e6fe750f7f3f74290b842175cf53303f54f939921e40d,254508,16,5,"4,5"
KKRvsLSG_image_88.jpg,KKRvsLSG,800,600,3,a3a46e088c7f64e6ac1a9027f6faeffa93f2e9a10e93ceefcb48f476b58ea6d7,166327,17,5,"4,5"
KKRvsLSG_image_89.jpg,KKRvsLSG,800,600,3,662a2d63ee21d910b315a59e568cdb90457b6d36988db2c6c96338ddd549cdf6,167091,14,5,"4,5"
KKRvsLSG_image_9.jpg,KKRvsLSG,800,600,3,7f3371d4b3198a4fe27045014d20a04c0a759acb82199268087195bc5586d250,146778,9,4,4
KKRvsLSG_image_90.jpg,KKRvsLSG,800,600,3,223d0c077dec20707a46695b3983893d02622ff0c3eb009d7d64e4264ec66d73,120478,3,4,4
KKRvsLSG_image_91.jpg,KKRvsLSG,800,600,3,c4f899daf4435faac22ecbb265aeb1b2ce5f04e50a01bffe32d12ef83950c2a2,171486,16,5,5
KKRvsLSG_image_92.jpg,KKRvsLSG,800,600,3,68db7fbda9eb58d57110c421dba2a3a04e94042bc10a44014c0272f0e89fd6a5,173305,16,5,"4,5"
KKRvsLSG_image_93.jpg,KKRvsLSG,800,600,3,819e90cbbda0c0ebde51aef013ee076d8fd54b90859d568205b616147f1889fd,133713,7,4,4
KKRvsLSG_image_94.jpg,KKRvsLSG,800,600,3,3d07b6351b33ef5a14c20506dffa9783cb723ae969bca4eca56d7a6fceef18de,147927,9,5,5
KKRvsLSG_image_95.jpg,KKRvsLSG,800,600,3,e868d9b8c87e74ed8c03f97557fcb4ce4087136b1139bf9be75c48c215ad64ad,138756,5,5,5
KKRvsLSG_image_96.jpg,KKRvsLSG,800,600,3,1936d22f82f71f54225622c9718f30b80aa61ef2db040b0e848a4edff64d0825,156560,4,4,4
KKRvsLSG_image_97.jpg,KKRvsLSG,800,600,3,8ca108f5bb42f20f4c3d54849cc5de116d90c7f4661ec5124876563777e66908,165340,0,0,
KKRvsLSG_image_98.jpg,KKRvsLSG,800,600,3,53a5ad607867475a09cc08a24fc998ce315ee59a03466a761b8590cc6f2f4a45,157822,10,4,"4,5"
KKRvsLSG_image_99.jpg,KKRvsLSG,800,600,3,600959a66580ef3d269e9ae8ae24892b791037d65a77bcbc1973bf28de1efc07,223294,1,4,4
KKRvsRR_image_0.jpg,KKRvsRR,800,600,3,3badf0b7e8ea565bea272e36054fde0490422cbfec43fd405c14db9a7a7b042a,109035,6,4,4
KKRvsRR_image_101.jpg,KKRvsRR,800,600,3,ba289ef11e34d4664116e52303141ac2fa355568534ae041a11ad351ad88f461,101145,8,8,"4,8"
KKRvsRR_image_102.jpg,KKRvsRR,800,600,3,9cc8938c364e989c2e3f4c40cbc934c10c4ad5131ecd6ca8e157db68169d6955,97914,10,4,4
KKRvsRR_image_103.jpg,KKRvsRR,800,600,3,227f44e628a6d88eef12ce7c677e4f6dfcfbe631107ef04a285520bed7e96c65,119497,26,4,"4,8"
KKRvsRR_image_105.jpg,KKRvsRR,800,600,3,74727294ded15171c79c49f43b582421a323a8d2a4658c39e556aadbd9b2a8fd,122726,20,4,4
KKRvsRR_image_106.jpg,KKRvsRR,800,600,3,b745208d56c5faf445a5f74ad1109ce478b905159ec5e3f43c159ce5efd34625,146811,6,8,"4,8"
KKRvsRR_image_107.jpg,KKRvsRR,800,600,3,425a88671034847fa0a54dcf32050fdbe26103aee400f7957f51b46d70d651e8,108209,9,4,"4,8"
KKRvsRR_image_108.jpg,KKRvsRR,800,600,3,a641f8d0a853acdba29369fe272a871e029b377893dcf066716ba635c71052b5,115069,11,4,4
KKRvsRR_image_109.jpg,KKRvsRR,800,600,3,e16c74adf54822faccf7459e025aece731041b0ee186bd596ee3dcde65eba175,147538,10,4,4
KKRvsRR_image_11.jpg,KKRvsRR,800,600,3,ac3a77bee6da2f0a0a754fbdbe0bd27b08d4eff82d610790422b7536633af2c8,107700,9,8,"4,8"
KKRvsRR_image_110.jpg,KKRvsRR,800,600,3,8f808f11296b5fe031f8e807db612124adc7b97422fba4e482ee0eb6e84bb39c,104789,22,4,4
KKRvsRR_image_111.jpg,KKRvsRR,800,600,3,6179113b9f6b8efb513a4a288c0e76d6479af6fa1a13c997acee339573eba50a,90987,8,8,8
KKRvsRR_image_112.jpg,KKRvsRR,800,600,3,8c2ec777db0194f771a0c74253c75fb51ac49e2ecdf9fa9b32deb0090bdedc8c,132842,24,8,"4,8"
KKRvsRR_image_113.jpg,KKRvsRR,800,600,3,98aa1a25bf297e8e49844fea93fa5acdf7146627cab3c00e109ce7a206e8ca32,133524,21,8,8
KKRvsRR_image_114.jpg,KKRvsRR,800,600,3,3402c385f915ac89d909ec4cc22d8f3190cac7967aede4421029508d1bbe0d88,184869,12,4,4
KKRvsRR_image_115.jpg,KKRvsRR,800,600,3,4f7b481705d5477561839ef2d5cc9740e13a9dbababe6b734c4fb9e62bff2fad,114863,8,4,4
KKRvsRR_image_116.jpg,KKRvsRR,800,600,3,2886e73e00f2948c1e7757542f3f101f3e8fe094d0d3fc258495f7ecf230420b,91829,17,4,"4,8"
KKRvsRR_image_117.jpg,KKRvsRR,800,600,3,92d778c9fa6c0a3f452a11fa21eb5d7f5fc9989b845db1568fc151a6c95adba2,100314,16,4,"4,8"
KKRvsRR_image_118.jpg,KKRvsRR,800,600,3,7a8a9b66a6794167818e8977088c055a80a3fd8482d31ce73ce3cc9f29fde051,104830,5,4,4
KKRvsRR_image_119.jpg,KKRvsRR,800,600,3,f4910eb3feaf046b03f4527cb6c5c05f6f00d993049dc6b9a29c6dc99f380c2f,95769,7,4,4
KKRvsRR_image_12.jpg,KKRvsRR,800,600,3,b78985f4d6e5f115f3e96c253b8869f33b5339217d2d917984bca397ffc9def0,93959,4,8,8
KKRvsRR_image_13.jpg,KKRvsRR,800,600,3,3d05fa074784b2795d519713ec0cab9ba8dba1c2e621fb43f78cbb22d400dfd8,104842,6,4,4
KKRvsRR_image_14.jpg,KKRvsRR,800,600,3,45e273e23a346f9e52f303d91f3d834c0fe507ebb67fc385c017dbab59e5d286,94403,6,8,8
KKRvsRR_image_15.jpg,KKRvsRR,800,600,3,ed04dcd19b460357abaf8243174752f5686110c7461a03bc3927e87b96c291b8,79328,4,8,8
KKRvsRR_image_151.jpg,KKRvsRR,800,600,3,4b71186f11e52309935c6e8ecb5e28a928981b829aa8b1d93f06e3aab6ed2f66,109336,7,4,"4,8"
KKRvsRR_image_172.jpg,KKRvsRR,800,600,3,2e23dfa01f956c3864835c8f816b2440bbf3769e811c644a2f4a7424ed5e66a3,89925,11,8,"4,8"
KKRvsRR_image_175.jpg,KKRvsRR,800,600,3,e7fb38bc9b25e737b627ddd0334fd512cfcce41fe537ca2c54198c5cf7949795,96205,6,4,"4,8"
KKRvsRR_image_176.jpg,KKRvsRR,800,600,3,c3e7a4a7beb91a5ce560464ec43afc30192ded0fab92a1760d0a7738811583ea,81903,7,4,"4,8"
KKRvsRR_image_185.jpg,KKRvsRR,800,600,3,0e02ffb9ef6c779623bc61c870cb35b03db623e1d91c8578b6e7bcbc1553c8cd,97097,17,4,"4,8"
KKRvsRR_image_19.jpg,KKRvsRR,800,600,3,3eb405ca807f68a9d6e4a7ee687e27ca6e4d0443c5ccd6eda2308f25233a21b8,89330,6,4,4
KKRvsRR_image_195.jpg,KKRvsRR,800,600,3,1d3251a010ca664108720bc065518cf463a7024d3bcd53e829e56c120905df14,111869,7,8,8
KKRvsRR_image_2.jpg,KKRvsRR,800,600,3,76436f711aef401d49b78940ada9c5df038ca87522e96cf7b9aa37fbec555a64,101372,6,8,8
KKRvsRR_image_21.jpg,KKRvsRR,800,600,3,1202cdb9ffe3b557ded43de05b9441e7ce461b5245a6fa7e7c51060c12950cd8,111502,17,8,"4,8"
KKRvsRR_image_215.jpg,KKRvsRR,800,600,3,c053cd2caa06e9c34f2cbd7441cae9e7bf9955ee2b6bbe6a28736dcc4b60c228,96774,9,4,"4,8"
KKRvsRR_image_216.jpg,KKRvsRR,800,600,3,e3b59ce8aa55f5f7dde03c2dd7d9ba9fa395f8aaad5af82eb80dbcc12ae91ca6,94730,9,8,"4,8"
KKRvsRR_image_219.jpg,KKRvsRR,800,600,3,90ab712c6f6be08b669b575ae45335aa371054db19d28f8f4ab76c8c15bf1f91,91115,8,8,8
KKRvsRR_image_24.jpg,KKRvsRR,800,600,3,9d12c9325003b947192e28264f67bc068a5263b9381c804d458227a80bb30193,82860,20,4,4
KKRvsRR_image_245.jpg,KKRvsRR,800,600,3,c4f68f7cf75bfc7164e4a0f0df0fab711f704c797d6bac0bc8d91e210b751f9d,75786,3,8,8
KKRvsRR_image_25.jpg,KKRvsRR,800,600,3,bdf1b70a2bc4b2708fed8c68af0ed4931acc967cb8dd9f51ce4be531fe3ca5d8,85122,4,8,8
KKRvsRR_image_253.jpg,KKRvsRR,800,600,3,72c87a58b4c5a9811a9355915068bfba0361c112a1770e39b902dd930323fdfe,81868,5,8,8
KKRvsRR_image_254.jpg,KKRvsRR,800,600,3,86e03b6b675facdbefbbd8a4a15e8bab4ab1cee65214d96ff018027bfc94b8f3,94591,9,4,"4,8"
KKRvsRR_image_256.jpg,KKRvsRR,800,600,3,52baaa3bf6cc3a498438c9d0ae96a36c05182f07ce1562eaa2d451ab49051c53,96162,14,8,8
KKRvsRR_image_264.jpg,KKRvsRR,800,600,3,c4e42901dd893e3637b5716a0fd6047176a83a37f1e60dec1c04fec2101b2a75,108841,5,4,4
KKRvsRR_image_27.jpg,KKRvsRR,800,600,3,d47f5e6072b7b713a66e88c2100a96dc040ad3164c9da605225f4454cadd3e15,76672,6,4,4
KKRvsRR_image_28.jpg,KKRvsRR,800,600,3,03535d99866563397c5941697812f6baaa124f188fadee66c03946c0cfdcc245,75806,7,8,8
KKRvsRR_image_280.jpg,KKRvsRR,800,600,3,c6dd4a51ae169b94df1e4a78c95d7ab071c2e72de8419336e7b1fef30bb279d3,99313,8,4,4
KKRvsRR_image_281.jpg,KKRvsRR,800,600,3,8726f37ff0732b470b4f3bfa4df788645eed2b1409fe34b0833d2f599b8d2acb,99864,16,4,"4,8"
KKRvsRR_image_29.jpg,KKRvsRR,800,600,3,630b41890c9a7d2bcbd292d6eaa486253f11a55a4cec460de9c3f80e3aff127f,123354,11,4,"4,8"
KKRvsRR_image_292.jpg,KKRvsRR,800,600,3,f3fa8e71561b014485d1b7b70410f9a8ac8471e1ef3d0a41a32e6fcd176c2e6a,76567,6,8,8
KKRvsRR_image_304.jpg,KKRvsRR,800,600,3,d87b60159ab8db5031674fa5b237a64ee18f2fbe32666e4a917f9bcf0070dc53,67127,4,8,8
KKRvsRR_image_33.jpg,KKRvsRR,800,600,3,36aa60674a66d9442a6023a0281d1caeb02a9322b213b2a78527fda9ee2f020b,110309,8,4,4
KKRvsRR_image_34.jpg,KKRvsRR,800,600,3,0af86ef3c911265d24ac820d70bc260d9d69a14faa80e2dae9684bdaeba3d96b,62939,10,8,8
KKRvsRR_image_41.jpg,KKRvsRR,800,600,3,70862289c23ef5c1d0e8c899511163d96022608fd05e1da3ff79b85ef3e249a7,124062,15,4,4
KKRvsRR_image_51.jpg,KKRvsRR,800,600,3,7ab39cc256177858e3617dbc89e00a6cd192bd82e44c13b137909aca51379bdf,82383,5,8,8
KKRvsRR_image_52.jpg,KKRvsRR,800,600,3,448442e24df257c68ed29440f2288ce6bd59be32ff40a9734365543924222b3b,96568,6,4,4
KKRvsRR_image_53.jpg,KKRvsRR,800,600,3,483d38c726d0548db2f17c42247d8ae848195045cab0bbf86d5f6058bf6bfaef,94066,7,8,8
KKRvsRR_image_54.jpg,KKRvsRR,800,600,3,f70af7122729a0e68757207e35817ae722ff62fbc20fab316045fdbd2e2b4600,83578,11,4,4
KKRvsRR_image_55.jpg,KKRvsRR,800,600,3,ec3faa439f25461863d753784af537b7ccda0bf99c80d5dd7b9d7c953b6fef38,113448,10,4,4
KKRvsRR_image_56.jpg,KKRvsRR,800,600,3,8666d9edbc18b2e2d103e64e1500fa11f15a73cf810aa167dbbc5e98a7ac1d14,87308,8,4,4
KKRvsRR_image_57.jpg,KKRvsRR,800,600,3,eaeb1f41a7319abffd0faf9402fcdd07253a0ee372ff229e53f26a74d0ce0c9b,90503,4,8,8
KKRvsRR_image_58.jpg,KKRvsRR,800,600,3,f3e57bbb7dd91f8f1a5657f7ca949170e69f624fc954f32a4635d3387d591903,69689,7,8,8
KKRvsRR_image_59.jpg,KKRvsRR,800,600,3,144974203bff20c6ae07095e5ae3093561db30fe8014bdb01c56a67a8d9907ec,101261,7,8,"4,8"
KKRvsRR_image_60.jpg,KKRvsRR,800,600,3,fb27228e2712b55ab9681ff399ae64f8830f884d7059c817c0aaaeea5721a0e8,105632,18,4,"4,8"
KKRvsRR_image_61.jpg,KKRvsRR,800,600,3,997737ee63ba694e1f6de04c10347ab3a062a71a5ef954d0104159c21600d0d4,126266,30,4,4
KKRvsRR_image_63.jpg,KKRvsRR,800,600,3,dee55f8574e213533d0990590c1eaf12db0cf4595d9f5bbc4079572b30b2de14,75673,3,8,8
KKRvsRR_image_64.jpg,KKRvsRR,800,600,3,dbebfaafa9ce438b1c79e11082e6d407e54982c2e86a08102c716ef2e6ceac32,111096,4,8,8
KKRvsRR_image_65.jpg,KKRvsRR,800,600,3,d3451d1b933992222da414bea10ce931ac627c72ce4e2f6d0bbad88eeb974744,74209,7,4,"4,8"
KKRvsRR_image_70.jpg,KKRvsRR,800,600,3,617520e4594a5a165ec3004e4668d26eea6b47b951923c5ac9e117467021d0e2,104704,10,4,"4,8"
KKRvsRR_image_71.jpg,KKRvsRR,800,600,3,603cbcf8ddc1d0394167fcc06ec5d844b823a51eccde286ca193902f6a5df6bf,74465,8,8,8
KKRvsRR_image_72.jpg,KKRvsRR,800,600,3,d2c20126ca8382ac809f79e53bb1dfc0438b0a2a68bb2abf881fe25ac345a2f0,90114,8,4,"4,8"
KKRvsRR_image_73.jpg,KKRvsRR,800,600,3,ed01dddeb09388dd8d9870a2b335d81b53b8c0f78bf7ba1d05e41f07ec1fd369,111250,17,8,"4,8"
KKRvsRR_image_8.jpg,KKRvsRR,800,600,3,9f141d79467ddde611316c528f395dc005f10f2f543ef629fcf708678edd95b8,109451,9,8,8
LSGvsCSK_image_108.jpg,LSGvsCSK,800,600,3,14749ab1d5acf4c891f8526db143f10efdddddbad3558f94f5a449f8ebb790e5,109416,9,5,5
LSGvsCSK_image_109.jpg,LSGvsCSK,800,600,3,c0533deee694e17ffb092f09f0a6ac6393cd1a9253dc4a67354b06790841515a,113757,12,1,1
LSGvsCSK_image_120.jpg,LSGvsCSK,800,600,3,236970803f497194313292c8b6d43d6ba6276042512d3cdc1b05cad9d50615c3,110352,15,1,1
LSGvsCSK_image_121.jpg,LSGvsCSK,800,600,3,92ac2658cb4c23e74cb58e4124ce1a78321b58c94d649592466b8312ffc0ac15,120383,14,5,"1,5"
LSGvsCSK_image_123.jpg,LSGvsCSK,800,600,3,1723d2d920ac67eea136e59983ef0aa3a71878903aa85273b3d7cd696e1cfcc2,124268,12,5,5
LSGvsCSK_image_125.jpg,LSGvsCSK,800,600,3,cd58ca805cb4940592bab568d43e97a4a6bd2f01699d5427e902b2b8c4bc8f99,101923,5,1,1
LSGvsCSK_image_126.jpg,LSGvsCSK,800,600,3,a46817ebf966ed10bd26e5cae2cda13a08eec68c3cf04c2fe578ec61c24af00e,102620,9,5,"1,5"
LSGvsCSK_image_127.jpg,LSGvsCSK,800,600,3,0520ae87ba59bf8414bdc8df647f775c49df5a05cd0fb90d31d225047ad9daee,76514,13,1,1
LSGvsCSK_image_132.jpg,LSGvsCSK,800,600,3,386ab3b6c219df85e7eee30c4d6ce69a473c8ba75f67ecadf2ac29c805978b97,149021,22,5,5
LSGvsCSK_image_134.jpg,LSGvsCSK,800,600,3,9d34335fbcae85cc6b4820d423a86d93cf299e80c598865f41454c2551b9d975,105007,11,1,1
LSGvsCSK_image_136.jpg,LSGvsCSK,800,600,3,a9281e8e33ff79a6f1811d5de56d4833560b01b9365cc22e24d7a26808af6984,96575,7,1,1
LSGvsCSK_image_144.jpg,LSGvsCSK,800,600,3,45481b864eea51552f50213372ad6cd1491f598ff97e6fa31ec07e9bc50d1ac7,106605,17,1,"1,5"
LSGvsCSK_image_18.jpg,LSGvsCSK,800,600,3,9da110828755c56c57ec696bb1e661d36e6823f274771bf427b77abe1bca5e3a,88962,6,1,1
LSGvsCSK_image_20.jpg,LSGvsCSK,800,600,3,5b52cbff492a5970f8c128fbbf6bba17468e1ec9552f3e90c64298d33b5651d3,98045,6,5,5
LSGvsCSK_image_22.jpg,LSGvsCSK,800,600,3,6ef86bc6dcb92a4abd07bfab2693865b4441c6d1c49fe6caa74c2f662220fc53,129163,11,1,"1,5"
LSGvsCSK_image_23.jpg,LSGvsCSK,800,600,3,a9b30d25cb2f1e36d68e8e412d72d6f2c340f3702bf865cfe336e4ca63989fa7,103297,6,5,5
LSGvsCSK_image_25.jpg,LSGvsCSK,800,600,3,f862bbb2fecd0b2ed0fc34d9a9902efd0fd073e32e98132f98825f8138be2925,101460,7,1,1
LSGvsCSK_image_26.jpg,LSGvsCSK,800,600,3,7277c7c99251abb94a133bb550c506afa7413a11ed99c29da76f59fefa8ee66a,137799,22,1,1
LSGvsCSK_image_27.jpg,LSGvsCSK,800,600,3,1273d562de64a11087468cf71df87054231b82d56ae10a1f5526beea96ea4280,112097,8,1,1
LSGvsCSK_image_30.jpg,LSGvsCSK,800,600,3,478c616a2047dacf185b26bce9f286ea18eaf6d967d0b631c6357d457676cb14,97886,11,1,1
LSGvsCSK_image_31.jpg,LSGvsCSK,800,600,3,fa48a356494aad9904335d4db62aa2fe8b66a62b33f574905f5491dbf38683dc,90881,6,1,1
LSGvsCSK_image_32.jpg,LSGvsCSK,800,600,3,d3e930fed082f15d03245abb319b984ee5496cc6e6c3cd372c60b0881d00695c,79074,7,1,1
LSGvsCSK_image_33.jpg,LSGvsCSK,800,600,3,5df53c04da25ce61960fcdc2f57330d4158fe2cca1504ae87c49c8112d0484fd,114612,18,5,"1,5"
LSGvsCSK_image_34.jpg,LSGvsCSK,800,600,3,94fdae22b0c63bac01357844434121087c002b26ea17109baaf028f9d48f3882,103217,11,5,5
LSGvsCSK_image_35.jpg,LSGvsCSK,800,600,3,0bd7de5c9e77c617cee117b6bdf0abd876152b4c019e14bc5af9465e9a2409ae,163897,14,1,1
LSGvsCSK_image_37.jpg,LSGvsCSK,800,600,3,d33d839c05f0e86b6feef4ab75bc4d77cb9e275db02725f878c0648e04645889,104484,12,1,"1,5"
LSGvsCSK_image_40.jpg,LSGvsCSK,800,600,3,432893ae3099dcf469e254812dedfc647a7ad94c1f7b32a36f3031cc23671987,95651,6,5,5
LSGvsCSK_image_46.jpg,LSGvsCSK,800,600,3,a7796156b81ff466806d251590cc2a75c79f646e49d13bcb88b0c86c43a9ba86,117340,14,5,"1,5"
LSGvsCSK_image_50.jpg,LSGvsCSK,800,600,3,356992ce12826adc913222cc27a00fdc470ed7a5c0272d033189cff7e1cf653f,110470,11,1,1
